"","Date","RMSE_const","RMSE_lin","RMSE_quad","RMSE_exp","MAE_const","MAE_lin","MAE_quad","MAE_exp"
"1","2024-05-27",12.9943751439822,15.7660970031998,31.6434757855808,43.5641162165614,12.1163959106326,15.0868341993781,29.944109819058,41.079598447841
"2","2024-06-03",19.7613170140777,16.4074347035686,20.2274495968218,11.2549083026652,18.7468138862356,15.7133609800223,19.242697244851,9.30814459019425
"3","2024-06-10",20.3516182993964,14.9074686361891,16.0244834405201,9.83184659090427,19.2714405976569,14.3216556535235,15.3781292446161,8.4427527546306
"4","2024-06-17",16.6203055487647,21.2021928577774,18.7435722412437,44.800000753063,15.336410817931,19.2765029116292,17.168655380032,41.8011040583228
"5","2024-06-24",13.9242264196507,20.1465376510705,11.8834782615554,43.3808254876488,11.0731492475397,16.59502852706,9.22970489197915,38.9668475553107
"6","2024-07-01",22.5768136715841,23.2023798278918,22.8580248502635,4.20363027244716,21.381867935049,21.9990547264748,21.6827798954514,3.62109624964331
"7","2024-07-08",7.0158016055976,6.80124685012524,6.47890264280694,16.0113468093505,6.0819984932978,5.8327967745131,5.67157402470794,13.1878136248462
"8","2024-07-15",127.0684487846,130.677124789796,128.893422928361,144.331675291477,126.506249434072,130.110875646998,128.378904525366,143.495011370436
"9","2024-07-22",88.0387002564107,93.7389675363352,77.9775289847028,117.403571923008,87.4913327777816,93.3978879943339,74.897667366981,116.785552315394
"10","2024-07-29",29.6430259735901,29.6077918934813,19.4047709981772,73.5955247099362,28.9746057708046,28.859221344988,17.1185820339379,70.7384070983398
"11","Mean",35.7994632717654,37.2457241749435,35.4135109730033,50.8377446357061,34.6980264871001,36.1193218758921,33.8712804426981,48.7426328064959
